project_id,week_number,construction_stage,task_type,site_area_sqft,productivity_rate,is_complex_design,floors_completed,req_cement_bags,req_bricks_nos,req_steel_kg,req_sand_tons,req_skilled_labour,req_unskilled_labour
1002,8,4,Concrete_Pour,600,9,0,1,31,3702,172.41,5.64,1,2
1002,9,4,Brick_Masonry,600,450,0,1,12,1871,29.55,2.43,1,2
1002,9,4,Concrete_Pour,600,9,0,1,12,1871,29.55,2.43,1,2
1002,10,5,Brick_Masonry,600,450,0,1,17,771,12.17,4.8,1,2
1002,10,5,Plastering,600,120,0,1,17,771,12.17,4.8,1,2
1002,11,5,Brick_Masonry,600,450,0,1,14,18,0.29,4.08,1,2
1002,11,5,Plastering,600,120,0,1,14,18,0.29,4.08,1,2
1003,1,1,Rebar_Binding,600,100,0,0,18,0,181.29,4.24,1,1
1003,1,1,Concrete_Pour,600,9,0,0,18,0,181.29,4.24,1,2
1003,1,1,Excavation,600,75,0,0,18,0,181.29,4.24,1,5
1003,2,1,Rebar_Binding,600,100,0,0,59,0,573.67,13.4,2,2
1003,2,1,Concrete_Pour,600,9,0,0,59,0,573.67,13.4,1,2
1003,3,1,Rebar_Binding,600,100,0,0,26,0,260.93,6.1,1,1
1003,3,1,Concrete_Pour,600,9,0,0,26,0,260.93,6.1,1,2
1003,4,2,Brick_Masonry,600,450,0,0,51,431,500.23,13.26,1,2
1003,4,2,Rebar_Binding,600,100,0,0,51,431,500.23,13.26,1,1
1003,4,2,Concrete_Pour,600,9,0,0,51,431,500.23,13.26,1,2
1003,5,2,Brick_Masonry,600,450,0,0,40,438,394.24,10.81,1,2
1003,5,2,Rebar_Binding,600,100,0,0,40,438,394.24,10.81,1,1
1003,5,2,Concrete_Pour,600,9,0,0,40,438,394.24,10.81,1,2
1003,6,3,Rebar_Binding,600,100,0,0,14,0,243.62,1.67,1,1
1003,6,3,Concrete_Pour,600,9,0,0,14,0,243.62,1.67,1,2
1003,7,3,Rebar_Binding,600,100,0,0,20,0,335.44,2.3,1,1
1003,7,3,Concrete_Pour,600,9,0,0,20,0,335.44,2.3,1,2
1003,8,3,Rebar_Binding,600,100,0,0,20,0,327.69,2.25,1,1
1003,8,3,Concrete_Pour,600,9,0,0,20,0,327.69,2.25,1,2
1003,9,3,Rebar_Binding,600,100,0,0,27,0,458.64,3.14,1,1
1003,9,3,Concrete_Pour,600,9,0,0,27,0,458.64,3.14,1,2
1003,10,3,Rebar_Binding,600,100,0,1,8,0,138.21,0.95,1,1
1003,10,3,Concrete_Pour,600,9,0,1,8,0,138.21,0.95,1,2
1003,11,3,Rebar_Binding,600,100,0,1,23,0,396.89,2.72,1,1
1003,11,3,Concrete_Pour,600,9,0,1,23,0,396.89,2.72,1,2
1003,12,3,Rebar_Binding,600,100,0,1,21,0,341.71,2.34,1,1
1003,12,3,Concrete_Pour,600,9,0,1,21,0,341.71,2.34,1,2
1003,13,3,Rebar_Binding,600,100,0,1,29,0,482.3,3.31,2,2
1003,13,3,Concrete_Pour,600,9,0,1,29,0,482.3,3.31,1,2
1003,14,3,Rebar_Binding,600,100,0,2,10,0,175.29,1.2,1,1
1003,14,3,Concrete_Pour,600,9,0,2,10,0,175.29,1.2,1,2
1003,15,4,Brick_Masonry,600,450,0,2,14,1231,131.08,2.37,1,2
1003,15,4,Rebar_Binding,600,100,0,2,14,1231,131.08,2.37,1,1
1003,15,4,Concrete_Pour,600,9,0,2,14,1231,131.08,2.37,1,2
1003,16,4,Brick_Masonry,600,450,0,2,18,2224,82.24,3.21,1,2
1003,16,4,Rebar_Binding,600,100,0,2,18,2224,82.24,3.21,1,1
1003,16,4,Concrete_Pour,600,9,0,2,18,2224,82.24,3.21,1,2
1003,17,4,Brick_Masonry,600,450,0,2,13,1950,32.83,2.55,1,2
1003,17,4,Concrete_Pour,600,9,0,2,13,1950,32.83,2.55,1,2
1003,18,4,Brick_Masonry,600,450,0,2,8,1269,20.04,1.65,1,2
1003,18,4,Concrete_Pour,600,9,0,2,8,1269,20.04,1.65,1,2
1003,19,4,Brick_Masonry,600,450,0,2,14,2218,35.02,2.88,2,3
1003,19,4,Concrete_Pour,600,9,0,2,14,2218,35.02,2.88,1,2
1003,20,4,Brick_Masonry,600,450,0,2,12,1804,28.49,2.34,1,2
1003,20,4,Concrete_Pour,600,9,0,2,12,1804,28.49,2.34,1,2
1003,21,4,Brick_Masonry,600,450,0,2,4,748,11.81,0.97,1,2
1003,21,4,Concrete_Pour,600,9,0,2,4,748,11.81,0.97,1,2
1003,22,4,Brick_Masonry,600,450,0,2,14,2113,33.37,2.75,1,2
1003,22,4,Concrete_Pour,600,9,0,2,14,2113,33.37,2.75,1,2
1003,23,4,Brick_Masonry,600,450,0,2,11,1676,26.47,2.18,1,2
1003,23,4,Concrete_Pour,600,9,0,2,11,1676,26.47,2.18,1,2
1003,24,5,Brick_Masonry,600,450,0,2,9,579,9.14,2.34,1,2
1003,24,5,Plastering,600,120,0,2,9,579,9.14,2.34,1,2
1003,25,5,Brick_Masonry,600,450,0,2,11,234,3.68,3.17,1,2
1003,25,5,Plastering,600,120,0,2,11,234,3.68,3.17,1,2
1003,26,5,Plastering,600,120,0,2,7,0,0.0,2.23,1,2
1003,27,5,Plastering,600,120,0,2,5,0,0.0,1.47,1,2
1003,28,5,Plastering,600,120,0,2,10,0,0.0,2.83,1,2
1003,29,5,Plastering,600,120,0,2,7,0,0.0,2.36,1,2
1003,30,5,Plastering,600,120,0,2,6,0,0.0,1.63,1,2
1004,1,1,Rebar_Binding,600,100,0,0,59,0,579.4,13.54,1,1
1004,1,1,Concrete_Pour,600,9,0,0,59,0,579.4,13.54,1,2
1004,1,1,Excavation,600,75,0,0,59,0,579.4,13.54,1,7
1004,2,1,Rebar_Binding,600,100,0,0,55,0,538.49,12.58,1,1
1004,2,1,Concrete_Pour,600,9,0,0,55,0,538.49,12.58,1,2
1004,3,2,Brick_Masonry,600,450,0,0,77,819,753.33,20.59,1,2
1004,3,2,Rebar_Binding,600,100,0,0,77,819,753.33,20.59,2,2
1004,3,2,Concrete_Pour,600,9,0,0,77,819,753.33,20.59,1,2
1004,4,3,Brick_Masonry,600,450,0,0,9,6,152.05,1.15,1,2
1004,4,3,Rebar_Binding,600,100,0,0,9,6,152.05,1.15,1,1
1004,4,3,Concrete_Pour,600,9,0,0,9,6,152.05,1.15,1,2
1004,5,3,Brick_Masonry,600,450,0,0,51,14,845.47,6.06,1,2
1004,5,3,Rebar_Binding,600,100,0,0,51,14,845.47,6.06,2,2
1004,5,3,Concrete_Pour,600,9,0,0,51,14,845.47,6.06,1,2
1004,6,3,Rebar_Binding,600,100,0,1,32,0,527.42,3.62,1,1
1004,6,3,Concrete_Pour,600,9,0,1,32,0,527.42,3.62,1,2
1004,7,3,Rebar_Binding,600,100,0,1,22,0,368.27,2.52,1,1
1004,7,3,Concrete_Pour,600,9,0,1,22,0,368.27,2.52,1,2
1004,8,3,Brick_Masonry,600,450,0,1,39,1,667.25,4.57,1,2
1004,8,3,Rebar_Binding,600,100,0,1,39,1,667.25,4.57,2,2
1004,8,3,Concrete_Pour,600,9,0,1,39,1,667.25,4.57,1,2
1004,9,3,Rebar_Binding,600,100,0,2,21,0,367.52,2.52,1,1
1004,9,3,Concrete_Pour,600,9,0,2,21,0,367.52,2.52,1,2
1004,10,4,Brick_Masonry,600,450,0,2,14,1430,95.98,2.36,1,2
1004,10,4,Rebar_Binding,600,100,0,2,14,1430,95.98,2.36,1,1
1004,10,4,Concrete_Pour,600,9,0,2,14,1430,95.98,2.36,1,2
1004,11,4,Brick_Masonry,600,450,0,2,11,1575,50.42,2.22,1,2
1004,11,4,Concrete_Pour,600,9,0,2,11,1575,50.42,2.22,1,2
1004,12,4,Brick_Masonry,600,450,0,2,25,3546,82.74,4.79,2,3
1004,12,4,Rebar_Binding,600,100,0,2,25,3546,82.74,4.79,1,1
1004,12,4,Concrete_Pour,600,9,0,2,25,3546,82.74,4.79,1,2
1004,13,4,Brick_Masonry,600,450,0,2,28,4222,77.8,5.56,3,5
1004,13,4,Rebar_Binding,600,100,0,2,28,4222,77.8,5.56,1,1
1004,13,4,Concrete_Pour,600,9,0,2,28,4222,77.8,5.56,1,2
1004,14,4,Brick_Masonry,600,450,0,2,16,2573,40.63,3.34,2,3
1004,14,4,Rebar_Binding,600,100,0,2,16,2573,40.63,3.34,1,1
1004,14,4,Concrete_Pour,600,9,0,2,16,2573,40.63,3.34,1,2
1004,15,4,Brick_Masonry,600,450,0,2,12,1929,30.46,2.5,1,2
1004,15,4,Concrete_Pour,600,9,0,2,12,1929,30.46,2.5,1,2
1004,16,5,Brick_Masonry,600,450,0,2,11,552,8.72,2.82,1,2
1004,16,5,Plastering,600,120,0,2,11,552,8.72,2.82,1,2
1004,17,5,Brick_Masonry,600,450,0,2,11,192,3.03,3.22,1,2
1004,17,5,Plastering,600,120,0,2,11,192,3.03,3.22,1,2
1004,18,5,Brick_Masonry,600,450,0,2,11,55,0.87,3.25,1,2
1004,18,5,Plastering,600,120,0,2,11,55,0.87,3.25,1,2
1004,19,5,Brick_Masonry,600,450,0,2,11,14,0.22,3.18,1,2
1004,19,5,Plastering,600,120,0,2,11,14,0.22,3.18,1,2
1004,20,5,Brick_Masonry,600,450,0,2,9,3,0.05,2.92,1,2
1004,20,5,Plastering,600,120,0,2,9,3,0.05,2.92,1,2
1005,1,1,Rebar_Binding,600,100,0,0,29,0,292.79,6.27,1,1
1005,1,1,Concrete_Pour,600,9,0,0,29,0,292.79,6.27,1,2
1005,1,1,Excavation,600,75,0,0,29,0,292.79,6.27,1,5
1005,2,1,Rebar_Binding,600,100,0,0,92,0,898.94,19.26,2,2
1005,2,1,Concrete_Pour,600,9,0,0,92,0,898.94,19.26,1,2
1005,3,1,Rebar_Binding,600,100,0,0,46,0,442.33,9.47,1,1
1005,3,1,Concrete_Pour,600,9,0,0,46,0,442.33,9.47,1,2
1005,4,2,Brick_Masonry,600,450,0,0,59,487,578.82,15.03,1,2
1005,4,2,Rebar_Binding,600,100,0,0,59,487,578.82,15.03,1,1
1005,4,2,Concrete_Pour,600,9,0,0,59,487,578.82,15.03,1,2
1005,5,2,Brick_Masonry,600,450,0,0,74,759,722.57,19.57,1,2
1005,5,2,Rebar_Binding,600,100,0,0,74,759,722.57,19.57,2,2
1005,5,2,Concrete_Pour,600,9,0,0,74,759,722.57,19.57,1,2
1005,6,3,Brick_Masonry,600,450,0,0,15,9,240.21,1.83,1,2
1005,6,3,Rebar_Binding,600,100,0,0,15,9,240.21,1.83,1,1
1005,6,3,Concrete_Pour,600,9,0,0,15,9,240.21,1.83,1,2
1005,7,3,Brick_Masonry,600,450,0,0,19,3,318.94,2.24,1,2
1005,7,3,Rebar_Binding,600,100,0,0,19,3,318.94,2.24,1,1
1005,7,3,Concrete_Pour,600,9,0,0,19,3,318.94,2.24,1,2
1005,8,3,Brick_Masonry,600,450,0,0,26,2,442.76,3.05,1,2
1005,8,3,Rebar_Binding,600,100,0,0,26,2,442.76,3.05,1,1
1005,8,3,Concrete_Pour,600,9,0,0,26,2,442.76,3.05,1,2
1005,9,3,Rebar_Binding,600,100,0,0,13,0,217.86,1.49,1,1
1005,9,3,Concrete_Pour,600,9,0,0,13,0,217.86,1.49,1,2
1005,10,3,Rebar_Binding,600,100,0,1,24,0,411.96,2.82,1,1
1005,10,3,Concrete_Pour,600,9,0,1,24,0,411.96,2.82,1,2
1005,11,3,Rebar_Binding,600,100,0,1,20,0,332.57,2.28,1,1
1005,11,3,Concrete_Pour,600,9,0,1,20,0,332.57,2.28,1,2
1005,12,3,Rebar_Binding,600,100,0,1,19,0,324.81,2.23,1,1
1005,12,3,Concrete_Pour,600,9,0,1,19,0,324.81,2.23,1,2
1005,13,3,Rebar_Binding,600,100,0,1,21,0,348.56,2.39,1,1
1005,13,3,Concrete_Pour,600,9,0,1,21,0,348.56,2.39,1,2
1005,14,3,Rebar_Binding,600,100,0,1,18,0,310.62,2.13,1,1
1005,14,3,Concrete_Pour,600,9,0,1,18,0,310.62,2.13,1,2
1005,15,3,Rebar_Binding,600,100,0,2,19,0,323.06,2.21,1,1
1005,15,3,Concrete_Pour,600,9,0,2,19,0,323.06,2.21,1,2
1005,16,3,Rebar_Binding,600,100,0,2,21,0,346.71,2.38,1,1
1005,16,3,Concrete_Pour,600,9,0,2,21,0,346.71,2.38,1,2
1005,17,3,Rebar_Binding,600,100,0,2,19,0,331.15,2.27,1,1
1005,17,3,Concrete_Pour,600,9,0,2,19,0,331.15,2.27,1,2
1005,18,3,Rebar_Binding,600,100,0,2,20,0,329.23,2.26,1,1
1005,18,3,Concrete_Pour,600,9,0,2,20,0,329.23,2.26,1,2
1005,19,3,Rebar_Binding,600,100,0,3,9,0,160.81,1.1,1,1
1005,19,3,Concrete_Pour,600,9,0,3,9,0,160.81,1.1,1,2
1005,20,4,Brick_Masonry,600,450,0,3,14,1150,127.93,2.25,1,2
1005,20,4,Rebar_Binding,600,100,0,3,14,1150,127.93,2.25,1,1
1005,20,4,Concrete_Pour,600,9,0,3,14,1150,127.93,2.25,1,2
1005,21,4,Brick_Masonry,600,450,0,3,18,2218,87.23,3.24,1,2
1005,21,4,Rebar_Binding,600,100,0,3,18,2218,87.23,3.24,1,1
1005,21,4,Concrete_Pour,600,9,0,3,18,2218,87.23,3.24,1,2
1005,22,4,Brick_Masonry,600,450,0,3,12,1838,30.29,2.4,1,2
1005,22,4,Concrete_Pour,600,9,0,3,12,1838,30.29,2.4,1,2
1005,23,4,Brick_Masonry,600,450,0,3,10,1684,26.59,2.19,1,2
1005,23,4,Concrete_Pour,600,9,0,3,10,1684,26.59,2.19,1,2
1005,24,4,Brick_Masonry,600,450,0,3,11,1684,26.59,2.19,1,2
1005,24,4,Concrete_Pour,600,9,0,3,11,1684,26.59,2.19,1,2
1005,25,4,Brick_Masonry,600,450,0,3,4,692,10.93,0.9,1,2
1005,25,4,Concrete_Pour,600,9,0,3,4,692,10.93,0.9,1,2
1005,26,4,Brick_Masonry,600,450,0,3,18,2643,41.73,3.43,2,3
1005,26,4,Rebar_Binding,600,100,0,3,18,2643,41.73,3.43,1,1
1005,26,4,Concrete_Pour,600,9,0,3,18,2643,41.73,3.43,1,2
1005,27,4,Brick_Masonry,600,450,0,3,11,1788,28.23,2.32,1,2
1005,27,4,Concrete_Pour,600,9,0,3,11,1788,28.23,2.32,1,2
1005,28,4,Brick_Masonry,600,450,0,3,9,1290,20.37,1.68,1,2
1005,28,4,Concrete_Pour,600,9,0,3,9,1290,20.37,1.68,1,2
1005,29,4,Brick_Masonry,600,450,0,3,14,2226,35.15,2.89,2,3
1005,29,4,Concrete_Pour,600,9,0,3,14,2226,35.15,2.89,1,2
1005,30,4,Brick_Masonry,600,450,0,3,11,1715,27.08,2.23,1,2
1005,30,4,Concrete_Pour,600,9,0,3,11,1715,27.08,2.23,1,2
1005,31,4,Brick_Masonry,600,450,0,3,8,1244,19.66,1.62,1,2
1005,31,4,Concrete_Pour,600,9,0,3,8,1244,19.66,1.62,1,2
1005,32,4,Brick_Masonry,600,450,0,3,14,2170,34.25,2.82,2,3
1005,32,4,Concrete_Pour,600,9,0,3,14,2170,34.25,2.82,1,2
1005,33,4,Brick_Masonry,600,450,0,3,6,923,14.58,1.2,1,2
1005,33,4,Concrete_Pour,600,9,0,3,6,923,14.58,1.2,1,2
1005,34,5,Brick_Masonry,600,450,0,3,9,580,9.16,2.46,1,2
1005,34,5,Plastering,600,120,0,3,9,580,9.16,2.46,1,2
1005,35,5,Brick_Masonry,600,450,0,3,12,214,3.37,3.25,1,2
1005,35,5,Plastering,600,120,0,3,12,214,3.37,3.25,1,2
1005,36,5,Plastering,600,120,0,3,5,0,0.0,1.74,1,2
1005,37,5,Plastering,600,120,0,3,10,0,0.0,2.78,1,2
1005,38,5,Plastering,600,120,0,3,8,0,0.0,2.53,1,2
1005,39,5,Plastering,600,120,0,3,5,0,0.0,1.63,1,2
1005,40,5,Plastering,600,120,0,3,8,0,0.0,2.3,1,2
1005,41,5,Plastering,600,120,0,3,10,0,0.0,3.08,1,2
1005,42,5,Plastering,600,120,0,3,8,0,0.0,2.36,1,2
1005,43,5,Plastering,600,120,0,3,5,0,0.0,1.69,1,2
1006,1,1,Rebar_Binding,600,100,0,0,34,0,337.04,7.22,1,1
1006,1,1,Concrete_Pour,600,9,0,0,34,0,337.04,7.22,1,2
1006,1,1,Excavation,600,75,0,0,34,0,337.04,7.22,1,4
1006,2,1,Rebar_Binding,600,100,0,0,152,0,1483.1,31.77,3,3
1006,2,1,Concrete_Pour,600,9,0,0,152,0,1483.1,31.77,2,4
1006,3,2,Brick_Masonry,600,450,0,0,83,904,813.85,22.31,1,2
1006,3,2,Rebar_Binding,600,100,0,0,83,904,813.85,22.31,2,2
1006,3,2,Concrete_Pour,600,9,0,0,83,904,813.85,22.31,1,2
1006,4,3,Brick_Masonry,600,450,0,0,34,206,448.84,6.9,1,2
1006,4,3,Rebar_Binding,600,100,0,0,34,206,448.84,6.9,1,1
1006,4,3,Concrete_Pour,600,9,0,0,34,206,448.84,6.9,1,2
1006,5,3,Brick_Masonry,600,450,0,0,51,145,754.89,7.85,1,2
1006,5,3,Rebar_Binding,600,100,0,0,51,145,754.89,7.85,2,2
1006,5,3,Concrete_Pour,600,9,0,0,51,145,754.89,7.85,1,2
1006,6,3,Brick_Masonry,600,450,0,0,28,4,467.13,3.28,1,2
1006,6,3,Rebar_Binding,600,100,0,0,28,4,467.13,3.28,1,1
1006,6,3,Concrete_Pour,600,9,0,0,28,4,467.13,3.28,1,2
1006,7,3,Brick_Masonry,600,450,0,1,29,1,479.41,3.29,1,2
1006,7,3,Rebar_Binding,600,100,0,1,29,1,479.41,3.29,1,1
1006,7,3,Concrete_Pour,600,9,0,1,29,1,479.41,3.29,1,2
1006,8,3,Rebar_Binding,600,100,0,1,19,0,332.84,2.28,1,1
1006,8,3,Concrete_Pour,600,9,0,1,19,0,332.84,2.28,1,2
1006,9,3,Rebar_Binding,600,100,0,1,24,0,400.83,2.75,1,1
1006,9,3,Concrete_Pour,600,9,0,1,24,0,400.83,2.75,1,2
1006,10,3,Rebar_Binding,600,100,0,2,38,0,628.3,4.31,2,2
1006,10,3,Concrete_Pour,600,9,0,2,38,0,628.3,4.31,1,2
1006,11,3,Rebar_Binding,600,100,0,2,26,0,440.47,3.02,1,1
1006,11,3,Concrete_Pour,600,9,0,2,26,0,440.47,3.02,1,2
1006,12,3,Rebar_Binding,600,100,0,2,27,0,453.93,3.11,1,1
1006,12,3,Concrete_Pour,600,9,0,2,27,0,453.93,3.11,1,2
1006,13,3,Rebar_Binding,600,100,0,3,19,0,310.87,2.13,1,1
1006,13,3,Concrete_Pour,600,9,0,3,19,0,310.87,2.13,1,2
1006,14,4,Brick_Masonry,600,450,0,3,13,1278,103.22,2.23,1,2
1006,14,4,Rebar_Binding,600,100,0,3,13,1278,103.22,2.23,1,1
1006,14,4,Concrete_Pour,600,9,0,3,13,1278,103.22,2.23,1,2
1006,15,4,Brick_Masonry,600,450,0,3,26,3399,123.9,4.9,2,3
1006,15,4,Rebar_Binding,600,100,0,3,26,3399,123.9,4.9,1,1
1006,15,4,Concrete_Pour,600,9,0,3,26,3399,123.9,4.9,1,2
1006,16,4,Brick_Masonry,600,450,0,3,17,2543,42.45,3.32,2,3
1006,16,4,Rebar_Binding,600,100,0,3,17,2543,42.45,3.32,1,1
1006,16,4,Concrete_Pour,600,9,0,3,17,2543,42.45,3.32,1,2
1006,17,4,Brick_Masonry,600,450,0,3,12,1983,31.32,2.58,1,2
1006,17,4,Concrete_Pour,600,9,0,3,12,1983,31.32,2.58,1,2
1006,18,4,Brick_Masonry,600,450,0,3,19,2833,44.73,3.68,2,3
1006,18,4,Rebar_Binding,600,100,0,3,19,2833,44.73,3.68,1,1
1006,18,4,Concrete_Pour,600,9,0,3,19,2833,44.73,3.68,1,2
1006,19,4,Brick_Masonry,600,450,0,3,15,2370,37.44,3.08,2,3
1006,19,4,Concrete_Pour,600,9,0,3,15,2370,37.44,3.08,1,2
1006,20,4,Brick_Masonry,600,450,0,3,16,2449,38.65,3.18,2,3
1006,20,4,Concrete_Pour,600,9,0,3,16,2449,38.65,3.18,1,2
1006,21,4,Brick_Masonry,600,450,0,3,15,2355,37.19,3.06,2,3
1006,21,4,Concrete_Pour,600,9,0,3,15,2355,37.19,3.06,1,2
1006,22,4,Brick_Masonry,600,450,0,3,10,1655,26.13,2.15,1,2
1006,22,4,Concrete_Pour,600,9,0,3,10,1655,26.13,2.15,1,2
1006,23,4,Brick_Masonry,600,450,0,3,15,2308,36.44,3.0,2,3
1006,23,4,Concrete_Pour,600,9,0,3,15,2308,36.44,3.0,1,2
1006,24,5,Brick_Masonry,600,450,0,3,12,613,9.69,3.16,1,2
1006,24,5,Plastering,600,120,0,3,12,613,9.69,3.16,1,2
1006,25,5,Brick_Masonry,600,450,0,3,16,256,4.04,4.72,1,2
1006,25,5,Plastering,600,120,0,3,16,256,4.04,4.72,1,2
1006,26,5,Plastering,600,120,0,3,12,0,0.0,3.46,1,2
1006,27,5,Plastering,600,120,0,3,10,0,0.0,3.23,1,2
1006,28,5,Plastering,600,120,0,3,12,0,0.0,3.49,1,2
1006,29,5,Plastering,600,120,0,3,10,0,0.0,3.22,1,2
1006,30,5,Plastering,600,120,0,3,8,0,0.0,2.33,1,2
1007,1,1,Rebar_Binding,600,100,1,0,11,0,142.0,2.92,1,1
1007,1,1,Concrete_Pour,600,9,1,0,11,0,142.0,2.92,1,2
1007,1,1,Excavation,600,75,1,0,11,0,142.0,2.92,1,8
1007,2,1,Concrete_Pour,600,9,1,0,8,0,102.83,2.11,1,2
1007,3,1,Rebar_Binding,600,100,1,0,22,0,267.13,5.49,1,1
1007,3,1,Concrete_Pour,600,9,1,0,22,0,267.13,5.49,1,2
1007,4,2,Brick_Masonry,600,450,1,0,28,119,337.29,7.24,1,2
1007,4,2,Rebar_Binding,600,100,1,0,28,119,337.29,7.24,1,1
1007,4,2,Concrete_Pour,600,9,1,0,28,119,337.29,7.24,1,2
1007,5,2,Brick_Masonry,600,450,1,0,15,98,186.62,4.09,1,2
1007,5,2,Rebar_Binding,600,100,1,0,15,98,186.62,4.09,1,1
1007,5,2,Concrete_Pour,600,9,1,0,15,98,186.62,4.09,1,2
1007,6,3,Brick_Masonry,600,450,1,0,15,19,298.58,2.24,1,2
1007,6,3,Rebar_Binding,600,100,1,0,15,19,298.58,2.24,1,1
1007,6,3,Concrete_Pour,600,9,1,0,15,19,298.58,2.24,1,2
1007,7,3,Brick_Masonry,600,450,1,0,37,16,737.77,4.55,1,2
1007,7,3,Rebar_Binding,600,100,1,0,37,16,737.77,4.55,2,2
